Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"AS Pereira","Central bank communication and bank risk-taking an empirical analysis for Brazil",2025,"","","","",42,"2026-02-04 17:13:16","CITATION","","",,,,,,0,0.00,0,1,1,"","","https://scholar.google.com/scholar?q=related:O3hV45-vim0J:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
0,"VP Marohl, M Pfeifer","The Ear of Monetary Policy: Firm Attention to Central Bank Communication",2025,"","cebra.s3.amazonaws.com","http://cebra.s3.amazonaws.com/s3fs-private/papers/CEBRA_Marohl_Pfeifer_Submission.pdf","",43,"2026-02-04 17:13:16","PDF","","",,,,,,0,0.00,0,2,1,"… Yet, remarkably little has been written about the effects of central bank communication at the … formation, in which firm attention to central bank communication is observed as an updating …","http://cebra.s3.amazonaws.com/s3fs-private/papers/CEBRA_Marohl_Pfeifer_Submission.pdf","https://scholar.google.com/scholar?q=related:exJHTfK1EswJ:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
0,"L Chen, J Lin, X Wang, Z Zhu","The real effect of China's narrative Central Bank Communication",2025,"China Economic Review","Elsevier","https://www.sciencedirect.com/science/article/pii/S1043951X25002500","",44,"2026-02-04 17:13:16","HTML","","",,,,,,0,0.00,0,4,1,"Unlike central banks in developed economies, the People's Bank of China (PBC) does not explicitly use forward guidance but rather provides explanatory information about monetary …","https://www.sciencedirect.com/science/article/pii/S1043951X25002500","https://scholar.google.com/scholar?q=related:DMDq7ay7-tsJ:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
0,"K Davtyan, AR Kalozdi","The Power of Words: Central Bank Green Communication and Performance of Energy Sectors",2025,"Working papers (Universitat Autònoma de …","ddd.uab.cat","https://ddd.uab.cat/repec/doc/wpdea2515.pdf","",45,"2026-02-04 17:13:16","PDF","","",,,,,,0,0.00,0,2,1,"… In summary, central bank communication has become a powerful policy tool, with its market … Although the literature on climate-related central bank communication is scarce, it is …","https://ddd.uab.cat/repec/doc/wpdea2515.pdf","https://scholar.google.com/scholar?q=related:vn0qtmakna0J:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
0,"A Seim","Central Bank Communication Panel: The Role of Alternative Scenarios in Monetary Policy Communication",,"ecb.europa.eu","","https://www.ecb.europa.eu/pub/pdf/sintra/ecb.forumcentbankpub2025_Seim_paper.mt.pdf","",46,"2026-02-04 17:13:16","PDF","","",,,,,,0,0.00,0,1,,"Thank you for inviting me to speak today. While it is widely recognised that effective communication is a key part of monetary policy, communication strategies differ greatly across …","https://www.ecb.europa.eu/pub/pdf/sintra/ecb.forumcentbankpub2025_Seim_paper.mt.pdf","https://scholar.google.com/scholar?q=related:WALZLTj5t6EJ:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
0,"G Hassall","The Effects of Information Gaps in Central Bank Communications",2025,"","warwick.ac.uk","https://warwick.ac.uk/fac/soc/economics/staff/garhassall/gavinhassall-jmp.pdf","",47,"2026-02-04 17:13:16","PDF","","",,,,,,0,0.00,0,1,1,"… In practice, the importance of central bank communication arises because the private sector … I introduce a role for central bank communication by assuming the following structure for the …","https://warwick.ac.uk/fac/soc/economics/staff/garhassall/gavinhassall-jmp.pdf","https://scholar.google.com/scholar?q=related:sX6nwJXiFJUJ:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
1,"S Avetisyan","The role of central bank narratives in economic performance: Evidence from Armenia",2025,"South Asian Journal of Macroeconomics and …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/22779787251372382","https://scholar.google.com/scholar?cites=2215278867195444180&as_sdt=2005&sciodt=2007&hl=en",48,"2026-02-04 17:13:16","","10.1177/22779787251372382","",,,,,,1,1.00,1,1,1,"This article examines the role of the Central Bank of Armenia’s (CBA’s) communication strategy within the context of Armenia’s economic trajectory. By analysing key speeches …","https://journals.sagepub.com/doi/pdf/10.1177/22779787251372382","https://scholar.google.com/scholar?q=related:1DudhWRAvh4J:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
0,"CRA Alves, MP Laurini","The effects of Brazilian Central Bank communication on the yield curve",2025,"Macroeconomic Dynamics","cambridge.org","https://www.cambridge.org/core/journals/macroeconomic-dynamics/article/effects-of-brazilian-central-bank-communication-on-the-yield-curve/4D73F48FCD273EE83DF5CCBB6C3292B0","",49,"2026-02-04 17:13:16","","","",,,,,,0,0.00,0,2,1,"… Central Bank communication and the curvature of the yield curve. These results show that Central Bank communication … effects between Central Bank communication and the term …","https://grcmlesydpcd.objectstorage.sa-saopaulo-1.oci.customer-oci.com/p/OQwcvnO-c63O08Gc2Kv4OTbJttj5ik60dguiDIyyQ0wuo5SWn-jHOLW9wNbylNqI/n/grcmlesydpcd/b/dtysppobjmntbkp01/o/media/doity/submissoes/artigo-f895836a1b95963574b7001b9ed91b46c17ae345-arquivo.pdf","https://scholar.google.com/scholar?q=related:7Pylt_aYlV8J:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
0,"M Feldkircher, CA Makridis","Words Matter: Central Bank Communication and Household Expectations in a Global Panel CAMA Working Paper 43/2025 July 2025",2025,"","crawford.anu.edu.au","https://crawford.anu.edu.au/sites/default/files/2025-07/43_2025_Feldkircher_Makridis_0.pdf","",50,"2026-02-04 17:13:16","PDF","","",,,,,,0,0.00,0,2,1,"… This paper studies how the linguistic features of central bank communication affect household economic sentiment. Linking central bank speeches from 29 countries to individual-level …","https://crawford.anu.edu.au/sites/default/files/2025-07/43_2025_Feldkircher_Makridis_0.pdf","https://scholar.google.com/scholar?q=related:y1hXYytNabAJ:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
8,"X Zhang, X Zhou, MA Naeem, A Rauf","Can central bank green communication reduce carbon emissions of high-energy-consuming firms?",2025,"Journal of Environmental …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0301479725010643","https://scholar.google.com/scholar?cites=6374945692981681281&as_sdt=2005&sciodt=2007&hl=en",51,"2026-02-04 17:13:16","HTML","","",,,,,,8,8.00,2,4,1,"Central bank green communication is one of the key measures for achieving the Sustainable Development Goals (SDGs). Exploring its impact on the carbon emissions of high-energy-…","https://www.sciencedirect.com/science/article/pii/S0301479725010643","https://scholar.google.com/scholar?q=related:gVyU9FRbeFgJ:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
10,"M Ehrmann, D Georgarakos, G Kenny","Credibility gains from central bank communication with the public",2025,"European Economic Review","Elsevier","https://www.sciencedirect.com/science/article/pii/S0014292125001199","https://scholar.google.com/scholar?cites=4411289943701946431&as_sdt=2005&sciodt=2007&hl=en",52,"2026-02-04 17:13:16","HTML","","",,,,,,10,10.00,3,3,1,"Enhancing central bank credibility among the general public is a challenging task, not least because it is difficult to reach out to this group: even the revision of the ECB’s inflation target …","https://www.sciencedirect.com/science/article/pii/S0014292125001199","https://scholar.google.com/scholar?q=related:P4Cb79QMOD0J:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
2,"RL Czudaj, BN Nguyen","ECB's central bank communication and monetary policy transmission: predictability from text-based sentiment indicators?",2025,"Macroeconomic Dynamics","cambridge.org","https://www.cambridge.org/core/journals/macroeconomic-dynamics/article/ecbs-central-bank-communication-and-monetary-policy-transmission-predictability-from-textbased-sentiment-indicators/9A8225BEFA56175C87F3FD7DA47DE35C","https://scholar.google.com/scholar?cites=120413862020848045&as_sdt=2005&sciodt=2007&hl=en",53,"2026-02-04 17:13:16","","","",,,,,,2,2.00,1,2,1,"… This paper studies the role of central bank communication for the monetary policy … Overall, our findings highlight the importance of the tone of central bank communication for the transmis…","https://www.cambridge.org/core/services/aop-cambridge-core/content/view/9A8225BEFA56175C87F3FD7DA47DE35C/S1365100525000239a.pdf/ecbs-central-bank-communication-and-monetary-policy-transmission-predictability-from-text-based-sentiment-indicators.pdf","https://scholar.google.com/scholar?q=related:rRnJ_8TLqwEJ:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
0,"L Pollio","Central Bank Communication, Financial Frictions and Investment Decisions",2025,"","lpollio.github.io","https://lpollio.github.io/luigipollio/fed_information_and_financial_frictions.pdf","",54,"2026-02-04 17:13:16","PDF","","",,,,,,0,0.00,0,1,1,"I study the role of financial positions in the transmission of Fed information to investment. Central bank communication influence firms’ expectations and stimulate investment, but its …","https://lpollio.github.io/luigipollio/fed_information_and_financial_frictions.pdf","https://scholar.google.com/scholar?q=related:sG9ncfL95HIJ:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
0,"H Emekci, İ Özkan","Stylometric Analysis of Sustainable Central Bank Communications: Revealing Authorial Signatures in Monetary Policy Statements",2025,"Sustainability","mdpi.com","https://www.mdpi.com/2071-1050/17/20/8979","",55,"2026-02-04 17:13:16","HTML","","",,,,,,0,0.00,0,2,1,"… From a sustainability perspective, consistent and transparent central bank communication constitutes a fundamental pillar of sustainable financial governance. The United Nations …","https://www.mdpi.com/2071-1050/17/20/8979","https://scholar.google.com/scholar?q=related:itt-_3vObX8J:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
3,"M Holy, M Geiger Zeman","Exploring environmental communication in the national banking green transition",2025,"Corporate Communications: An …","emerald.com","https://www.emerald.com/ccij/article/30/3/485/1246310","https://scholar.google.com/scholar?cites=5048073178536359629&as_sdt=2005&sciodt=2007&hl=en",56,"2026-02-04 17:13:16","HTML","","",,,,,,3,3.00,2,2,1,"… (2022) showed the relationship between central bank communication and corporate … is, “the stronger the positive impact of central bank communication on corporate innovation” (no pag.…","https://www.emerald.com/ccij/article/30/3/485/1246310","https://scholar.google.com/scholar?q=related:zTbWXs9bDkYJ:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
1,"PA Igbashangev","Assessing the Effectiveness of the Communication Strategies Employed by Central Bank of Nigeria for Promoting Cashless Policy (2020-2023)",2025,"Available at SSRN 5476746","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5476746","https://scholar.google.com/scholar?cites=1878191361771545789&as_sdt=2005&sciodt=2007&hl=en",57,"2026-02-04 17:13:16","","","",,,,,,1,1.00,1,1,1,"… of central bank communication are mixed. The literature on central bank communication and … The study therefore posited that central bank communication is potentially a viable tool for …","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=5476746","https://scholar.google.com/scholar?q=related:vaSZqhetEBoJ:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
0,"S Shrimali, W Ahmad","When the central banks are all ears? Examining the communication spillovers over time",2025,"Finance Research Letters","Elsevier","https://www.sciencedirect.com/science/article/pii/S1544612325019671","",58,"2026-02-04 17:13:16","HTML","","",,,,,,0,0.00,0,2,1,"… Examine the dynamics of central bank communication sentiment spillovers. … Central bank communication … Central bank communication and correlation between financial markets: …","https://www.sciencedirect.com/science/article/pii/S1544612325019671","https://scholar.google.com/scholar?q=related:oPi_0T_1bwQJ:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
1,"Q Meng, X Chen, S Chen…","Reputation management and communication under political control: The case of China's central bank",2025,"International Public …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/10967494.2025.2503830","https://scholar.google.com/scholar?cites=12162377502154221258&as_sdt=2005&sciodt=2007&hl=en",59,"2026-02-04 17:13:16","","10.1080/10967494.2025.2503830","",,,,,,1,1.00,0,4,1,"… This paper begins by reviewing the literature on central bank communication and institutional … broader scholarly discourse on central bank communication and reputation management. …","","https://scholar.google.com/scholar?q=related:yuYaMOZxyagJ:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
1,"K Istrefi, M McMahon","Communication and inflation expectations",2025,"Research Handbook on Inflation","elgaronline.com","https://www.elgaronline.com/edcollchap/book/9781035327768/chapter16.xml","https://scholar.google.com/scholar?cites=6051519050977086505&as_sdt=2005&sciodt=2007&hl=en",60,"2026-02-04 17:13:16","","","",,,,,,1,1.00,1,2,1,"… The importance of central bank communication in monetary … chapter are: Does central bank communication affect inflation … cover the link from central bank communication, through infla…","","https://scholar.google.com/scholar?q=related:KYz_uINQ-1MJ:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
1,"J Mackiewicz-Łyziak, T Mętrak","Revisiting central bank credibility: Results from a new survey",2025,"Journal of International Financial Markets …","Elsevier","https://www.sciencedirect.com/science/article/pii/S104244312500112X","https://scholar.google.com/scholar?cites=2357520932217330984&as_sdt=2005&sciodt=2007&hl=en",61,"2026-02-04 17:13:16","HTML","","",,,,,,1,1.00,1,2,1,"Literature on economists’ perceptions of central bank credibility is limited, with Alan Blinder’s work remaining the seminal piece. In this study, we examine how views on various aspects …","https://www.sciencedirect.com/science/article/pii/S104244312500112X","https://scholar.google.com/scholar?q=related:KJ1cE8yYtyAJ:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
2,"IA Beloglazova, AA Korikov…","Inflation expectations and perceptions: Experimental evaluations and opportunities for central banks' communication policy",2025,"Journal of New Economy …","cyberleninka.ru","https://cyberleninka.ru/article/n/inflation-expectations-and-perceptions-experimental-evaluations-and-opportunities-for-central-banks-communication-policy","https://scholar.google.com/scholar?cites=3322203625518225668&as_sdt=2005&sciodt=2007&hl=en",62,"2026-02-04 17:13:16","HTML","","",,,,,,2,2.00,1,3,1,"For most countries of the world, overcoming the economic consequences of the pandemic assumed a softening of monetary policy, which elevated inflation expectations. Their return to …","https://cyberleninka.ru/article/n/inflation-expectations-and-perceptions-experimental-evaluations-and-opportunities-for-central-banks-communication-policy","https://scholar.google.com/scholar?q=related:BFmHepjWGi4J:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
4,"C Binder","Central Banks as Educators",2025,"Available at SSRN 5234022","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5234022","https://scholar.google.com/scholar?cites=9022142717124842620&as_sdt=2005&sciodt=2007&hl=en",63,"2026-02-04 17:13:16","","","",,,,,,4,4.00,4,1,1,"… of their monetary policymaking, and central bank communication with the public is now a … research that could guide central bank communication research—including insights about …","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=5234022","https://scholar.google.com/scholar?q=related:fJQa9_8WNX0J:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
0,"A Segawa, MK Wilson, E Schaling","Evolving Monetary Policy Communication: Evidence from the South African Context",2025,"Communicare: Journal for …","scielo.org.za","https://www.scielo.org.za/scielo.php?pid=S2957-79502025000300003&script=sci_arttext&tlng=en","",64,"2026-02-04 17:13:16","HTML","","",,,,,,0,0.00,0,3,1,"… In conclusion, the case of South Africa demonstrates that evolving a central bank's communication approach can yield meaningful benefits. By speaking in a language that people can …","https://www.scielo.org.za/scielo.php?pid=S2957-79502025000300003&script=sci_arttext&tlng=en","https://scholar.google.com/scholar?q=related:4Ymwvi0YfVEJ:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
0,"DJ Torres, P Garcia","Perceiving central bank communications through press coverage",2025,"","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5552578","",65,"2026-02-04 17:13:16","","","",,,,,,0,0.00,0,2,1,"… that a simple measure of central bank communication tone, as … analyzes all forms of central bank communication, offering a … the impact of central bank communication on markets using …","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=5552578","https://scholar.google.com/scholar?q=related:-yvDgBliiCIJ:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
0,"AM Andries, N Sprincean","Climate-Related Communication of Central Banks and Bank Risk",2025,"Available at SSRN 5672270","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5672270","",66,"2026-02-04 17:13:16","","","",,,,,,0,0.00,0,2,1,"… endogeneity concerns related to green central bank communication, we instrument the … By doing so, we attempt to isolate the exogenous variation in green central bank communication, …","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=5672270","https://scholar.google.com/scholar?q=related:b3WZpVeirjYJ:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
0,"E Sougnez","Central Bank communication and asset prices",2025,"","matheo.uliege.be","https://matheo.uliege.be/handle/2268.2/24273","",67,"2026-02-04 17:13:16","","","",,,,,,0,0.00,0,1,1,"Au cours des dernières décennies, le rôle des banques centrales dans les économies contemporaines a profondément évolué. Initialement chargées de stabiliser la monnaie et de …","https://matheo.uliege.be/bitstream/2268.2/24273/5/M%C3%A9moire_Elia_SOUGNEZ.pdf","https://scholar.google.com/scholar?q=related:tWyAHtNrPBwJ:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
0,"A Matevosova","Modelling Trust in the Central Bank Using Sentiment Analysis",2025,"Russian Journal of Money and Finance","elibrary.ru","https://elibrary.ru/item.asp?id=80496417","",68,"2026-02-04 17:13:16","","","",,,,,,0,0.00,0,1,1,"… can undermine the clarity of the central bank's communication policy, entail noisy signals, and … Related issues of central bank communication policy have been studied much more in the …","","https://scholar.google.com/scholar?q=related:BDFEgBmT_YYJ:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
0,"Z Kocsis, M Matrai-Pitz","Which Text Method to Choose for Analysing Central Bank Communication? A Comparison of Artificial Intelligence and Previous Techniques",2025,"Financial and Economic Review","real.mtak.hu","https://real.mtak.hu/231067/","",69,"2026-02-04 17:13:16","","","",,,,,,0,0.00,0,2,1,"… In addition to the literature on central bank communication, our study is also related to the IT … specifically with the analysis of central bank communication. Central bank tonality5 analysis …","https://real.mtak.hu/231067/1/fer-24-4-st3-kocsis-matrai-pitz.pdf","https://scholar.google.com/scholar?q=related:d3cx4s9shHwJ:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
0,"M Mello, J Ponce, LR Arnabal","Visual vs. textual communication: Impact on firms' inflation expectations and central bank credibility",2025,"","cebra.s3.amazonaws.com","http://cebra.s3.amazonaws.com/s3fs-private/papers/Visual_or_text%20(7).pdf","",70,"2026-02-04 17:13:16","PDF","","",,,,,,0,0.00,0,3,1,"… This paper provides new insights into enhancing central bank communication with non-specialist agents. First, we find that presenting relevant inflation information in graphical form …","http://cebra.s3.amazonaws.com/s3fs-private/papers/Visual_or_text%20(7).pdf","https://scholar.google.com/scholar?q=related:rkLWAdaZ1N4J:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
0,"W Bateman","Communication tools",2025,"","openresearch-repository.anu.edu.au","https://openresearch-repository.anu.edu.au/items/bc36a6ba-10a3-456a-911f-ba9c3d747061","",71,"2026-02-04 17:13:16","","","",,,,,,0,0.00,0,1,1,"… Instead, the inquiry is relevant to two literatures examining central bank communication. The first studies central banks communication about fiscal policy. Allard et al study how central …","https://openresearch-repository.anu.edu.au/bitstreams/19fbde0e-40d0-47d5-b5b8-a453bd1c046d/download","https://scholar.google.com/scholar?q=related:-8vQTQj_kisJ:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
1,"MC Martinez","The Impact of Central Bank Communication on Sustainable Finance Instruments",2025,"","meetings.imf.org","https://meetings.imf.org/-/media/Files/Publications/WP/2025/English/wpiea2025169-source-pdf.ashx","https://scholar.google.com/scholar?cites=9020436396365689407&as_sdt=2005&sciodt=2007&hl=en",72,"2026-02-04 17:13:16","PDF","","",,,,,,1,1.00,1,1,1,"… Indeed, these news considerations are increasingly becoming integral to central bank communication strategies. In this paper we study how central bank communication via speeches …","https://meetings.imf.org/-/media/Files/Publications/WP/2025/English/wpiea2025169-source-pdf.ashx","https://scholar.google.com/scholar?q=related:P7JhNBwHL30J:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
3,"P Fadda, R Hanifi, K Istrefi, A Penalver","Central bank communication of uncertainty",2025,"Journal of International Money and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0261560625001202","https://scholar.google.com/scholar?cites=17458860860643516057&as_sdt=2005&sciodt=2007&hl=en",73,"2026-02-04 17:13:16","HTML","","",,,,,,3,3.00,1,4,1,"In this paper we examine how central bankers communicate confidence and uncertainty in their narrative about the state of the economy when deciding policy, and how this …","https://www.sciencedirect.com/science/article/pii/S0261560625001202","https://scholar.google.com/scholar?q=related:mZ6gpXNVSvIJ:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
22,"F Borraz, M Mello","Communication, information and inflation expectations",2025,"Central Bank Review","Elsevier","https://www.sciencedirect.com/science/article/pii/S1303070125000356","https://scholar.google.com/scholar?cites=3266582650468080497&as_sdt=2005&sciodt=2007&hl=en",74,"2026-02-04 17:13:16","HTML","","",,,,,,22,22.00,11,2,1,"This paper examines how the formation of inflation expectations and the magnitude of prediction errors vary among price setters based on the central bank’s communication and their …","https://www.sciencedirect.com/science/article/pii/S1303070125000356","https://scholar.google.com/scholar?q=related:cZuaDp07VS0J:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
1,"T Park, F Perez-Cruz, HS Shin","Mapping the space of central bankers' ideas",2025,"","bis.org","https://www.bis.org/publ/work1299.pdf","https://scholar.google.com/scholar?cites=12505564153128374168&as_sdt=2005&sciodt=2007&hl=en",75,"2026-02-04 17:13:16","PDF","","",,,,,,1,1.00,0,3,1,"… Central bank communication is an integral part of central bank policy setting, influencing … The methods for analysing central bank communication have evolved alongside advances in …","https://www.bis.org/publ/work1299.pdf","https://scholar.google.com/scholar?q=related:mE8TB1ewjK0J:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
0,"RJ Caballero, A Simsek","FCI-plot: Central Bank Communication Through Financial Conditions",2025,"","economics.mit.edu","https://economics.mit.edu/sites/default/files/2025-05/Fed_Communication_Public.pdf","",76,"2026-02-04 17:13:16","PDF","","",,,,,,0,0.00,0,2,1,"… We will argue that central bank communication should be directed primarily toward sophisticated financial market participants. A defining feature of this audience is that they are both …","https://economics.mit.edu/sites/default/files/2025-05/Fed_Communication_Public.pdf","https://scholar.google.com/scholar?q=related:KZWS0DY46SMJ:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
6,"M DiGiuseppe, AC Garriga, A Kern","Information, party politics, and public support for central bank independence",2025,"Party Politics, and Public …","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5128037","https://scholar.google.com/scholar?cites=6689046128068490404&as_sdt=2005&sciodt=2007&hl=en",77,"2026-02-04 17:13:16","","","",,,,,,6,6.00,2,3,1,"… These findings shed light on the legitimacy basis of monetary institutions in politically polarized contexts and, from a policy perspective, indicate the limits of central bank communication. …","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=5128037","https://scholar.google.com/scholar?q=related:pHS5bQNE1FwJ:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
1,"S Shrimali, W Ahmad","On the communication efforts of the central banks in emerging economies: The case of India",2025,"Emerging Markets Review","Elsevier","https://www.sciencedirect.com/science/article/pii/S1566014125000081","https://scholar.google.com/scholar?cites=15116752596008904012&as_sdt=2005&sciodt=2007&hl=en",78,"2026-02-04 17:13:16","HTML","","",,,,,,1,1.00,1,2,1,"… Thus, it is crucial to examine the efficacy of the central bank communication as a policy tool in these economies. This study leverages natural language processing and textual analysis …","https://www.sciencedirect.com/science/article/pii/S1566014125000081","https://scholar.google.com/scholar?q=related:TCWT4mR-ydEJ:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
0,"L Leek","Who Sets the Agenda of the European Central Bank? The Role of National Central Banks in the Eurosystem",2025,"","files.osf.io","https://files.osf.io/v1/resources/pb24v_v1/providers/osfstorage/68345b5c5f695adc025395a3?action=download&direct&version=1","",79,"2026-02-04 17:13:16","PDF","","",,,,,,0,0.00,0,1,1,"… To test this, I use central bank communication which is not just ‘cheap talk’ but is argued to … Central Bank Communication with the General Public: Promise or False Hope?, July 2022. …","https://files.osf.io/v1/resources/pb24v_v1/providers/osfstorage/68345b5c5f695adc025395a3?action=download&direct&version=1","https://scholar.google.com/scholar?q=related:XPGopdV86xMJ:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
0,"N Poutachidou, C BARDAS, S Papadamou…","Central Bank Communication Channel International Evidence from Stock Market Indices",,"Available at SSRN …","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5252273","",80,"2026-02-04 17:13:16","","","",,,,,,0,0.00,0,4,,"… , which then operates through the central bank communication channel. The direct channel … which central bank communication influences market behavior and risk perceptions. …","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=5252273","https://scholar.google.com/scholar?q=related:5PIF-_x-J7sJ:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
0,"J Grittersova, E Mavroedi, M Silva","Fifty Shades of Green: Central Bank Communication about Climate Change and Inflation Expectations",,"Available at SSRN 5520821","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5520821","",81,"2026-02-04 17:13:16","","","",,,,,,0,0.00,0,3,,"… By improving knowledge, central bank communication can … mechanism through which central bank communication on climate … An increased frequency of central bank communication on …","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=5520821","https://scholar.google.com/scholar?q=related:k-P2j1iyW1oJ:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
0,"M Aslam, E Farvaque, K Kada-Sedode…","Do Europeans like their central bank conservative? Evidence from the communication about the 2022 hikes",2025,"Are Central Banks Still …","elgaronline.com","https://www.elgaronline.com/abstract/book/9781035337576/chapter5.xml","",82,"2026-02-04 17:13:16","","","",,,,,,0,0.00,0,4,1,"… tant objective of central bank communication with the general … In other words, central bank communication with the general … on the relation between central bank communication and the …","","https://scholar.google.com/scholar?q=related:1Nf-2NiBD60J:scholar.google.com/&scioq=%22central+bank+communication%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025"
